,id,lang,text,negative,positive,neutral
2590,1623232697328861184,EN,"RT @anthonylockwod: ⚠️ITS TIME TO RENEW⚠️
@NetflixUK @NetflixGeeked @netflix 
#LockwoodandCo https://t.co/61vFHtGkTZ",-1,1,0
2591,1623232695492050944,EN,"#Thunivu Now On NETFLIX 🖤
@NetflixIndia @netflix @Netflix_INSouth https://t.co/x9fdCdOLMg",-1,1,0
2592,1623232681839558662,EN,"RT @Kara_Di: Hey, @Netflix remember what it was like to care about your shows? 

NETFLIX BRING BACK OCS  #SaveWarriorNun #WarriorNun  #Repr…",-1,2,1
2593,1623232673471934464,EN,"RT @Kara_Di: Hey, @Netflix remember what it was like to care about your shows? 

NETFLIX BRING BACK OCS  #SaveWarriorNun #WarriorNun  #Repr…",-1,2,1
2594,1623232670334619649,EN,"RT @netflix: Together we will find everything that we're looking for!

ONE PIECE premieres 2023 https://t.co/GF5T278iTx",-1,2,1
2595,1623232649677660161,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
2597,1623232601329745922,EN,"Feeling empty since the end of Season 2 of #WarriorNun.. Feeling furiose since i read @netflix took it from us. 

NETFLIX BRING BACK OCS
#WarriorNun #SaveWarriorNun https://t.co/93eYNMaR82",-1,2,1
2598,1623232591804649472,EN,"RT @rameshlaus: The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix https://t.co/ysxNGH2bQi",-1,2,1
2600,1623232589678145541,EN,"RT @WnSavior: @netflix @lucydesigns0 @cspenn To see how #HaloBearers are doing today, don't forget to check out the substack!

NETFLIX BRIN…",-1,2,1
2601,1623232585957789697,EN,"RT @dongminbunny: ─ STUDIO DRAGON

True Beauty on Netflix global top 8

📌https://t.co/w2rmcMp5TK
📌https://t.co/IzMMVqOu84

Don't forget lik…",-1,1,0
2602,1623232548565553157,EN,"RT @ChaEunwooINTL: True Beauty continues to be insanely popular ranking Global Top8 on @netflix

@NetflixKR IG post on #TrueBeauty with #Ch…",-1,2,1
2603,1623232535839866880,EN,RT @netflix: Four photos to remind you that Narcos = 30 episodes of Pedro Pascal https://t.co/MPLyGnw3rd,-1,1,0
2604,1623232533776433152,EN,"RT @rameshlaus: The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix https://t.co/ysxNGH2bQi",-1,2,1
2605,1623232520618901505,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
2607,1623232477904134145,EN,"@kabirsadanand @Iamkavitak @netflix @NetflixIndia @mautik @N1har1kaS1ngh @GulDharmani @RachchhChintan I remember you came for a workshop, and I was in awe of how flawlessly you delivered your scene and took off on your bike with the same ease. It was an honour to be in the screen space as you, Mr. Kalra. ♥️",-1,2,1
2608,1623232462360055810,EN,"RT @Iamkavitak: Class on @netflix is real, brash, Sassy, ruthless and interesting ! With awesome performances by the entire cast! Special s…",-4,4,-1
2609,1623232455447822337,EN,"RT @rameshlaus: The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix https://t.co/ysxNGH2bQi",-1,2,1
2610,1623232427215982592,EN,"RT @anfd95: You miss them right? Let’s save our Nuns keep fighting sisters we will reach 9M 

NETFLIX BRING BACK OCS
#SaveWarriorNun #Warri…",-3,2,-1
2611,1623232382605344768,EN,"RT @WnSavior: @netflix @lucydesigns0 @cspenn To see how #HaloBearers are doing today, don't forget to check out the substack!

NETFLIX BRIN…",-1,2,1
2612,1623232375227559936,EN,"RT @MrVikneswaran: First #Thala #AjithKumar movie on @netflix 🔥🔥🔥. #AK #Thunivu #NoGutsNoGlory.😎

#ThunivuOnNetflix #ThunivuPongalWinner @N…",-1,1,0
2613,1623232374267088897,EN,@BloodofZeus @PrinceJayHitch @netflix I'm sure fans like myself are super excited! Can't wait.,-1,5,1
2614,1623232362082627586,EN,"RT @DrJasonLeong: My 2nd special on @netflix @NetflixIsAJoke comes out midnight tonight!

#RideWithCaution https://t.co/FYu63tVi2U",-1,3,1
2615,1623232347096158211,EN,"@Avatrice_mylife @netflix So true
NETFLIX BRING BACK OCS 
#SaveWarriorNun #WarriorNun #TuesdayMotivaton",-1,2,1
2618,1623232317295587328,EN,"RT @Avatrice_mylife: Warrior Nun has the best female representation on your entire platform @netflix 
NETFLIX BRING BACK OCS 
#SaveWarriorN…",-1,2,1
2619,1623232279966322688,EN,"RT @jillsmo: I started watching 1899 and as soon as I thought it was good I guessed that @netflix probably cancelled it, and sure enough...…",-2,2,-1
2620,1623232260920184834,EN,"RT @DrJasonLeong: My 2nd special on @netflix @NetflixIsAJoke comes out midnight tonight!

#RideWithCaution https://t.co/FYu63tVi2U",-1,3,1
2621,1623232223544582145,EN,"RT @MrVikneswaran: First #Thala #AjithKumar movie on @netflix 🔥🔥🔥. #AK #Thunivu #NoGutsNoGlory.😎

#ThunivuOnNetflix #ThunivuPongalWinner @N…",-1,1,0
2623,1623232201365094401,EN,"RT @SnyderQueen_: So if the cameos are cut from the ending. It means they're all out. The only way we will see Henry Cavill Superman, Gal G…",-1,1,0
2624,1623232182339907585,EN,"RT @delaneygabs: Isn't she beautiful??😍😍😍😍😍🥰🥰🥰🥰🥰
@netflix I need u to bring her back bring back warrior nun 🙏🙏
#SaveWarriorNun #WarriorNun…",-1,3,1
2625,1623232178107686912,EN,"RT @Kara_Di: Hey, @Netflix remember what it was like to care about your shows? 

NETFLIX BRING BACK OCS  #SaveWarriorNun #WarriorNun  #Repr…",-1,2,1
2626,1623232099103936512,EN,RT @netflix: Talent clearly runs in the Holland family https://t.co/fXWWyU8Vlf,-1,2,1
2627,1623232095433932801,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
2628,1623232078249857025,EN,"RT @rameshlaus: The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix https://t.co/ysxNGH2bQi",-1,2,1
2629,1623232074776973313,EN,"RT @hayanxstalgia: another reason why avatrice is so special @netflix

NETFLIX BRING BACK OCS #SaveWarriorNun #WarriorNun https://t.co/N1Md…",-1,2,1
2630,1623232061606879236,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
2631,1623232058054127618,EN,RT @netflix: The final season of The Umbrella Academy is now in production! https://t.co/3Kik32ka3J,-1,2,1
2632,1623232054577049600,EN,"@WarriorGranny01 @netflix I don't think they care! @netflix expect for us to give up! But hey, we wont! ⚔️
#SaveWarriorNun
#WarriorNun forever ✌️✌️✌️
#HaloBearers
NETFLIX BRING BACK OCS ⚔️ https://t.co/k7QNJQGCdY",-1,3,1
2634,1623232007206580225,EN,"RT @SnyderQueen_: Army of the Dead watch party on 2/11 👇 watch your copy on @Netflix along with everyone on stream!!

Donations to AFSP 💜
#…",-1,2,1
2635,1623231967776088064,EN,"RT @hayanxstalgia: another reason why avatrice is so special @netflix

NETFLIX BRING BACK OCS #SaveWarriorNun #WarriorNun https://t.co/N1Md…",-1,2,1
2636,1623231950294237185,EN,RT @netflix: Four photos to remind you that Narcos = 30 episodes of Pedro Pascal https://t.co/MPLyGnw3rd,-1,1,0
2637,1623231914294542336,EN,"RT @Cutiewithrage: @netflix How about you invest in your original content? There's clearly demand for it! 

NETFLIX BRING BACK OCS 
#SaveWa…",-1,2,1
2638,1623231899450892288,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
2640,1623231883562876931,EN,RT @netflix: Love is sharing a password.,-1,3,1
2641,1623231875383975937,EN,RT @netflix: Adventure is on the horizon!  One Piece sets sail in 2023 https://t.co/5YhPXFt8GS https://t.co/GQH2MSAvCF,-1,2,1
2642,1623231874087948295,EN,"RT @Tp_ktnMadurai: Gangstaa Entry on @netflix 

Watch Now Enjoy The Thala Swag

#ThunivuOnNetflix #AK62 https://t.co/8YovkPMjIC",-1,1,0
2644,1623231853699424258,EN,RT @IetsOTT: ‘BERLIN’ releases this December @Netflix https://t.co/w4sQSz7K3v,-1,1,0
2645,1623231843402149889,EN,RT @netflix: Four photos to remind you that Narcos = 30 episodes of Pedro Pascal https://t.co/MPLyGnw3rd,-1,1,0
2646,1623231817301266433,EN,"RT @rameshlaus: The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix https://t.co/ysxNGH2bQi",-1,2,1
2647,1623231813182447616,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
2648,1623231805254950913,EN,"RT @WnSavior: @netflix @lucydesigns0 @cspenn To see how #HaloBearers are doing today, don't forget to check out the substack!

NETFLIX BRIN…",-1,2,1
2649,1623231778621390848,EN,"@netflix NETFLIX BRING BACK OCS
#SaveWarriorNun #WarriorNun",-1,2,1
2650,1623231778021416960,EN,"RT @WnSavior: To throw fuel on the @netflix fire, The Order data team expands the promo story. Because of our love for Uncle Simon and good…",-1,3,1
2651,1623231763198935040,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
2652,1623231721125871616,EN,"RT @Leah_WarriorNun: Hmm… Interesting, seems like #WarriorNun IS a successful show when it’s able to compete with the with #TLOU MONTHS aft…",-1,3,1
2653,1623231707699871744,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
2654,1623231693909016576,EN,"RT @MrVikneswaran: First #Thala #AjithKumar movie on @netflix 🔥🔥🔥. #AK #Thunivu #NoGutsNoGlory.😎

#ThunivuOnNetflix #ThunivuPongalWinner @N…",-1,1,0
2656,1623231639362113538,EN,"RT @netflix: If it's been a minute since you last watched Emma Stone and Ryan Gosling dazzle in La La Land, the magical movie musical is no…",-1,1,0
2657,1623231636874702852,EN,"RT @HaziEmilie: Unsuccessful show ? 
Are you sure @netflix ? 
Because data say the contrary ! 

NETFLIX BRING BACK OCS 

#SaveWarriorNun #W…",-3,2,-1
2658,1623231634169274368,EN,RT @netflix: Four photos to remind you that Narcos = 30 episodes of Pedro Pascal https://t.co/MPLyGnw3rd,-1,1,0
2661,1623231617111322624,EN,RT @johnnys: Kento Nakajima of #SexyZone challenges himself to an all-English interview in a new promotional video for his @netflix origina…,-2,1,-1
2662,1623231612598030336,EN,"@netflix  do the needful, we are counting on u https://t.co/XXCKiepGE3",-1,2,1
2663,1623231606730137600,EN,RT @WarriorGranny01: does @netflix even realize that the longer they postpone reviving #WarriorNun the worse the media coverage for our eff…,-3,1,-1
2665,1623231584668389378,EN,"RT @rameshlaus: The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix https://t.co/ysxNGH2bQi",-1,2,1
2666,1623231584580296704,EN,"RT @tn_ajith: Now #Thunivu streaming in @netflix 😎

#Ajithkumar 
#AK62 https://t.co/pl7HxySnMC",-1,1,0
2667,1623231577106034689,EN,"RT @tn_ajith: Now #Thunivu streaming in @netflix 😎

#Ajithkumar 
#AK62 https://t.co/pl7HxySnMC",-1,1,0
2668,1623231533032284160,EN,"RT @quiethandfilms: We’re on the @netflix Marquee! 

What order did you watch it in? Comment below! 🔴🟠🟡🟢🔵🟣⚪️💗  

#Kaleidoscope #Netflix htt…",-1,2,1
2669,1623231471841411073,EN,"RT @WnSavior: To throw fuel on the @netflix fire, The Order data team expands the promo story. Because of our love for Uncle Simon and good…",-1,3,1
2670,1623231466220974083,EN,"@avatriceee @netflix And when you think about the promotion that Wednesday got, and it's a fucking joke show! I regret that I watched it! Another 400 min wasted of my life! 😤😤😤
#SaveWarriorNun
#WarriorNun forever ✌️✌️✌️
#HaloBearers
NETFLIX BRING BACK OCS ⚔️ https://t.co/wwl632XroP",-3,5,1
2671,1623231433631473669,EN,"RT @rameshlaus: The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix https://t.co/ysxNGH2bQi",-1,2,1
2672,1623231380812595200,EN,@SnyderQueen_ @netflix It is our only way that I can see it happening. Maybe @DavidZaslav is truer to his word than the others and is willing. It surely benefits him and his own legacy. #SellSnyderVerseToNetflix #SellZSJLtoNetflix,-1,2,1
2673,1623231339880120323,EN,"@DCBA181 It pisses me off daily.
Fighting for a great show like warrior nun .
The continuation of such an awesome story should be a no brainer @netflix 
They should be preparing it for spinoffs after a 7 season renewal.
NETFLIX BRING BACK OCS 
#SaveWarriorNun #WarriorNun",-3,3,-1
2674,1623231336939982848,EN,"RT @netflix: Together we will find everything that we're looking for!

ONE PIECE premieres 2023 https://t.co/GF5T278iTx",-1,2,1
2675,1623231270443528192,EN,RT @jaytatum0: 👀☘️ #BillRussellLEGEND Out on @Netflix tomorrow https://t.co/0HHLKm4WHe,-1,1,0
2677,1623231237803630594,EN,"RT @psychopathicgay: Reverse your decision!! @netflix 

NETFLIX BRING BACK OCS
#SaveWarriorNun #WarriorNun https://t.co/nk7x7WBq3m",-1,2,1
2678,1623231199673196545,EN,RT @netflix: Love is sharing a password.,-1,3,1
2679,1623231195504070656,EN,"RT @netflix: Together we will find everything that we're looking for!

ONE PIECE premieres 2023 https://t.co/GF5T278iTx",-1,2,1
2680,1623231144270647296,EN,"RT @netflix: Together we will find everything that we're looking for!

ONE PIECE premieres 2023 https://t.co/GF5T278iTx",-1,2,1
2681,1623231141015695361,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
2683,1623231069062414336,EN,RT @Jeff__Benjamin: Absolutely love @G_I_DLE's Miyeon and Yuqi's new OST for @Netflix @NetflixKR's new drama 'Love to Hate You.' I've been…,-1,4,1
2684,1623231062385246208,EN,RT @SkiiwalkerTweet: Went down to The Stone Quarry today.. 2/14 will be a day for all of us to come together and show just how strong we ar…,-1,1,0
2685,1623231039677267968,EN,"RT @rameshlaus: The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix https://t.co/ysxNGH2bQi",-1,2,1
2686,1623231036586090496,EN,@DarkDeviloffl @netflix 😳no no bro. Waiting for the #Vaaipu 🫣,-1,1,0
2687,1623231022564528128,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
2688,1623231014331117569,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
2689,1623230989416951809,EN,@netflix In reality her fights with the Portuguese weren’t over slavery rather the regional geopolitics in the region,-3,1,-1
2691,1623230976271974402,EN,"RT @SnyderQueen_: So if the cameos are cut from the ending. It means they're all out. The only way we will see Henry Cavill Superman, Gal G…",-1,1,0
2692,1623230975760015361,EN,"RT @JamesThompsonKS: #SaveWarriorNun in a nutshell!
Piss or get off the pot @netflix Renew or release #WarriorNun 

NETFLIX BRING BACK OCS…",-3,3,-1
2693,1623230955791192065,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
2694,1623230937684402176,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
2696,1623230839466213376,EN,Nah @netflix bring back @TheBastardSonTV immediately,-1,1,0
2697,1623230804985012224,EN,RT @netflix: Get ready to feel old as the cast of That '90s Show takes a quiz about the 1990s https://t.co/fMZ3eNbfzS,-1,1,0
2698,1623230787800940546,EN,"RT @TCAFMDU: #Thunivu Streaming On @netflix 🔥 

#AjithKumar #ThunivuOnNetflix #AK62 https://t.co/msEbv67WUt",-1,1,0
2699,1623230772139155457,EN,"RT @JamesThompsonKS: #SaveWarriorNun in a nutshell!
Piss or get off the pot @netflix Renew or release #WarriorNun 

NETFLIX BRING BACK OCS…",-3,3,-1
2701,1623230770142912512,EN,RT @Ma__di_: Its always been #savefirstkill just in case y’all forgot @netflix 🧏🏽‍♀️,-1,2,1
2702,1623230755043438594,EN,"#AjithKumar’s blockbuster #Thunivu is streaming now on Netflix. 

Watch now: https://t.co/m7tyPh7HeZ

#ThunivuOnNetfix @netflix https://t.co/9TBnMiSUlT",-2,1,-1
2703,1623230748906950659,EN,"I Just Entered to Win a @Roku, @Hulu gift card, @Netflix Gift Card, &amp; @Antennasdirect.
@CordCuttersNews Enter Here: https://t.co/FdPjtzHT8T",-1,1,0
2704,1623230747724386304,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
2705,1623230736240361473,EN,RT @netflix: Four photos to remind you that Narcos = 30 episodes of Pedro Pascal https://t.co/MPLyGnw3rd,-1,1,0
2706,1623230640798986240,EN,"RT @netflix: Together we will find everything that we're looking for!

ONE PIECE premieres 2023 https://t.co/GF5T278iTx",-1,2,1
2707,1623230587241926656,EN,"RT @SnyderQueen_: Bring back Henry Cavill. 
Make Man of Tomorrow on @Netflix. #SellZSJLtoNetflix #SellSnyderVerseToNetflix https://t.co/mnZ…",-1,1,0
2708,1623230585383559168,EN,"RT @FishwickDavid: The Bank of Dave appeared here in The Times today in a letter from the editor @TheTimes 
#BankofDave @NetflixUK 
#Netfli…",-1,1,0
2709,1623230577032953859,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
2710,1623230556547821568,EN,@netflix @PopCrave @OmarRudberg in Wednesday when?,-1,1,0
2711,1623230555947950080,EN,"RT @netflix: Together we will find everything that we're looking for!

ONE PIECE premieres 2023 https://t.co/GF5T278iTx",-1,2,1
2712,1623230552320122880,EN,"RT @netflix: Together we will find everything that we're looking for!

ONE PIECE premieres 2023 https://t.co/GF5T278iTx",-1,2,1
2715,1623230491880050689,EN,"RT @SnyderQueen_: So if the cameos are cut from the ending. It means they're all out. The only way we will see Henry Cavill Superman, Gal G…",-1,1,0
